text,airline
luved the sjc gate agent this am who boarded flight to dal didn t get his name he represents your brand so well,Southwest
thanks for an awesome flight and connection we were delayed but your staff and crew were purely amazing,Southwest
great flight got us back on time thanks,Southwest
mph winds and would do anything to be in florida right now help a sister out,Southwest
take me here,Southwest
my son is flying south west from nola orlando hope to enter for him to win this contest destinationdragons,Southwest
thx for smooth landing today we applauded now what can u do abt the weather takemeback,Southwest
not frustrated just an idea great crew thanks happycustomer,Southwest
no her lunch was over by the time she got her call answered,Southwest
my parents flight frm stl atl cancelled flighted nite when s the next one out,Southwest
well my mom called earlier and you guys had her on hold for close to an hour,Southwest
there s an hour wait here for reflight booking problems in line at omaha,Southwest
it says i can t because my flight is in progress,Southwest
can you help me with reflight booking problems my flight was cancelled flighted fwhei,Southwest
alist pref doesn t do any good if direct to atl is always wifiless flight,Southwest
is that the same reliable system couldn t find my info and then said it refund my credit card,Southwest
hours sorry don t get it oh well screw the weekend in az right eat the hotel no problem,Southwest
we had early bird and it was great your employees were awesome it was passengers who killed the buzz,Southwest
i am absolutely sick of s and no wifi,Southwest
when will airfare be available through december of this year i have major trips coming up and i m anxious to book them,Southwest
ahah that is why i love sw,Southwest
is the contest over for destination dragons i want to try to do everything i can to go,Southwest
you are lucky to have people like annamarie and norris at bwi i hope they get recognized for excellent cust service,Southwest
so the upcoming rr changes deval is trying to tell me not to fly southwest anymore because i am loyal so far i get it,Southwest
traveling bwi nmaryland morrw any chance the flight being cancelled flightled to inclement weather any chance can get earlier flight,Southwest
kid just wants fucking money scumbag,Southwest
i wish i would ve seen this hours ago i wanted to see them tonight so bad crying,Southwest
just do it that easy,Southwest
i ll have to drop by next time i visit,Southwest
feels like a good day to fly thanks for the ontime departure to sna bestinclass ft takemehome,Southwest
great trip on yesterday outstanding flight attendants,Southwest
how can customers get in touch with you internationally from mexico for lost baggage,Southwest
rndtrp kc rt if you re trying to make travel reservations for vegas on may nd it s too late flight,Southwest
i m on the flight everyone has been so nice and helpful i m just hoping we ll get to fly out thank you,Southwest
that s horse radish,Southwest
thanks more concerned about the conflicting texts i was receiving my about my flight having to drive hours now,Southwest
thank you,Southwest
thank you see u next wednesday in fll save me some peanuts,Southwest
how s life the noc,Southwest
i will tell marry a lamp if you give me tickets to the vegas show please i am desperate,Southwest
are there any current promotions codes for nashville denver thank you,Southwest
promotion fly roundtrip flights to and from atl between and and get a companion pass for the year travel,Southwest
so happy that you can finally put your southwestairlines boarding pass into passbook makes life so much easier,Southwest
i will do just about anything to go to the vegas show please man,Southwest
here we go again delayed in chicago why offer the flight if you never intend to fly it,Southwest
omg omg omg i just did,Southwest
she was traveling with me the one that got miscommunicated with,Southwest
wtf my flight was delayed and then i go to board and my boarding pass has disappeared from the southwest app,Southwest
tweet just popped up on my phone with aur follows missing my favorite southwest pilot and brother,Southwest
do you have special fares for students to visit prospective schools it s expensive to visit graduate programs,Southwest
i would be eternally grateful for tickets to the vegas show god bless,Southwest
baggage woman said it was in blatimore and would be on a plane this morning now they can t find it wtf,Southwest
doesn t work on my flight just fyi,Southwest
please help i would die to see the vegas show it would be amazing to hear their songs for real,Southwest
i need imagine dragons like i need air please hoom me up for the vegas show,Southwest
i am committed okay please hook me up for destinationdragons,Southwest
i would die if i got tickets to destinationdragons and you would be invited to my funeral,Southwest
easy and pleasant difficult and stressful learned my lesson,Southwest
i would sell my nonexistent soul to go see destinationdragons,Southwest
this job interferes w ellen show concerts will alway treasure my experience,Southwest
got it taken care of thank you,Southwest
not sure i can trust a statement with that many small numbers above words,Southwest
has posted flight schedule covering the date range of defcon,Southwest
late flightly you ve always been late flight please get back to the old swa,Southwest
totally sucks that my flights were weathered out of existence but stacy in tucson helped with an overnight in vegas,Southwest
are you guys alive i ve been on hold for minutes and counting,Southwest
gary kelly should be ashamed of himself running a corporation in this way,Southwest
you guys just rip me off if i could cancelled flight every flight i had booked for my employees i would buyer beware,Southwest
not if its travel credit you used to buy and it expires on the day you find a lower rate,Southwest
please acknowledge attendant jeff wernicke beat in class and service on sw,Southwest
lacma on fairfax,Southwest
just want the money i paid for early bird refunded noone seemed to be able at three different sw should have that worked out,Southwest
i filled in the form on the website too darn it all i guess i ll just have to cross my fingers,Southwest
thank you so much for access to destinationdragons tonight at crying dying rn ripme,Southwest
so excited about our last minute trip to and she doesn t know yet,Southwest
aren t you based in chicago why are you doing a hunt in la and not your home city please bring one home,Southwest
heyo what is causing flight ewr to hou to be delayed,Southwest
when will you have flight from dal to pvd,Southwest
your wifi stinks i m not mad but i wouldn t hate it if i got my money refunded,Southwest
cancelled flights arrivals departures in nashville as of pm that and more weather headlines pm liveonfox februaryfreezefox,Southwest
any spare tickets for vegas would be forever grateful destinationdragons,Southwest
if only that was me destinationdragons,Southwest
thank you so much,Southwest
any chance they will change this to include northeast airports jetblue has,Southwest
i was on hold for minutes no one knows how to win these tickets that you re still handing out destinationdragons,Southwest
after minutes on the phone i m given another number to call now still on hold with them,Southwest
please can i have the last tickets for me and my best friend to destinationdragons,Southwest
rules,Southwest
no one i call knows anything about it so i m just wondering how to get any destinationdragons,Southwest
i saw ppl were winning tickets still how do we win some,Southwest
okaaaaay ugh im min away,Southwest
go go,Southwest
please please please,Southwest
yes but i like need my luggage before tomorrow morning,Southwest
min away,Southwest
doesn t care nor does sna agent jacquie plitt rude gal bad attitude had fly cabo thx,Southwest
happily flight was not delayed when a cockpit visit blew my four yr old s mind thanks cap n,Southwest
needs make me whole used my tkt back n phx due rude sna agent jacquie plitt flew cabo,Southwest
mins,Southwest
is there a route to flight from mexico city to chicago midway using your services,Southwest
flight only an hour long but one of the best flights i ve ever had kudos to flight crew and airline in general,Southwest
how many are left,Southwest
swa agent jacquie plitt sna rudely tells me you re not going cabo today or manana back phx flew,Southwest
thanks for being so good to us military folk it s cold in stlouis but i sure enjoyed my flight,Southwest
thanks for losing my luggage,Southwest
what about for us that cant get to the states they are playing for the hunt any destinationdragons tickets left even just one,Southwest
i m on the lol has anyone arrived yet,Southwest
left behind ipad air on flight from bradley to bwi plane had already left by the time i realized can you possibly help,Southwest
how many left i m min wway,Southwest
well i had a car free place stay had i known unacceptable treatment from spvsr sally in cleveland disappointed,Southwest
i cannot dm you as you do not follow me,Southwest
and this asshole cut in front of me your system blows,Southwest
it s pretty stupid and i probably won t fly it again plus hearing nightmare stories of overbooked flights,Southwest
i m mins out wait for me,Southwest
get me on flight to denver and i ll be more than happy,Southwest
will there a non stop flight from midway to boise for this summer season looking to book at labor day trip ty,Southwest
over minutes without talking to a human at what point would you recommend i call,Southwest
can one use a companion pass w a points flight booking problems or is it only cash fares thx,Southwest
im not tho,Southwest
so u guys cancelled flight bna flights don t bother alert passengers what gives,Southwest
thank you so so much for sending me to la for destinationdragons tonight is gonna rock,Southwest
oh i see what you did there thanks for supporting padresst,Southwest
yeah haha never been in one it s expensive and we will so much fun destinationdragons,Southwest
beautiful day in seattle,Southwest
this has to be the best video i have seen ever teamspirit,Southwest
thank you for your kind response the acknowledgement and apology go a long way southwestrocks,Southwest
no thanks after those minutes someone did eventually help us and took care of it,Southwest
was going for the weekend for friend s birthday so no point in reflight booking problems,Southwest
one of my bags didn t make it to my destination i have the claim ticket any way to help out with a status on the location,Southwest
when is the next flight with free cocktails,Southwest
includes inclement weather may impact scheduled service in reflight booking problems options available,Southwest
okay thank you also i did get a tweet earlier about hrs ago saying i won should send a dm but then it was deleted,Southwest
yes but not with out an attitude and nasty comment,Southwest
you guys rock so easy quick and affordable to change my flight bestairlineever neverchange,Southwest
i have a credit that expires a month before my flight is there any possible way i can have that extended,Southwest
hour delay in atl due to air traffic control love missing an entire day of my vacation unhappycustomer mytimeismoney,Southwest
i have a question re your atl companion pass offer i know i need revenue flight roundtrips what s a revenue flight thnx,Southwest
cancelled flightled had to get refund cancelled flightlations happen but the min phone wait painful music unacceptable come on,Southwest
how can i refer a friend for the southwest credit card for points,Southwest
i have the dm from if needed,Southwest
hello i was talking with but it says you moved here they sent me a voucher but does not work can u help,Southwest
i am following you now,Southwest
i can go i want to badly i don t know how to dm can i e mail you help wmn life com,Southwest
thank you for your help shannon great customer service,Southwest
hours late flight but i made it to sf maybe you can help me get on an earlier flight on sunday,Southwest
again another ride sw employee that printed out boarding passes deficiency in training obviously,Southwest
thanks lindsey the southwest twitter team for great service a speedy resolution luvagent swa,Southwest
apparently mechanics had to be flown in to fix some planes not the most assuring sign,Southwest
please help we really want to fly with you guessweflyingdelta,Southwest
how oh how do we get tickets,Southwest
now accepting apple s passbook app for boarding passes app works on iphone ipodtouch not ipad,Southwest
thank you dming now,Southwest
did you cancelled flight all flights into bna today needtogethome,Southwest
huge problem with someone whose ticket was cancelled flighted mid trip can you dm,Southwest
flights from sunny sfo delayed for hours and others cancelled flightled left and right with little updates any help,Southwest
please explain to reps ignoring a technical issue and passing the buck is not a good business model lucky limited to,Southwest
understood just frustrating you buy early bird check on the day they go on sale at am and get mid b feel ripped off,Southwest
so that s what happens when your power level goes over feet in the air,Southwest
s ceo kelly draws record crowd to airport business partnership breakfast,Southwest
s ceo kelly draws record crowd to airport business partnership breakfast,Southwest
please start charging for carryon luggage carryonbagssloweverybodydown,Southwest
sea to den south sound volleyball team on its way,Southwest
i will if you can see about moving up my brother in laws graduation to the th thanks,Southwest
will do thank you,Southwest
if there are any imagine dragons tickets left for tomorrow at here in utah i would love to go i am available,Southwest
so the fares i see for flights in fall are the absoulutely lowest they will be,Southwest
no no no swa low fares and on time service is great but manufactured quirkiness mmm not so much signed captiveaudience,Southwest
will you please start offering services out of and to other airports have to drive hrs to use u,Southwest
flying now from jax to den and i paid for wifi that barely is functional couldn t do work if i wanted to never again,Southwest
flight to nashville was cancelled flightled how do we another flight i ve been trying to call cannot get a human,Southwest
delay is understandable but look at the time of the the flight and boarding time weird,Southwest
i will dm you now,Southwest
already booked my tickets for august th th can t wait for my vacation,Southwest
very frustrated bought early bird at am on day tickets were released and got mid b ticket spend for nothing,Southwest
is that,Southwest
maybe it is just a machine,Southwest
so when your plane doesn t work the luxuries i paid for go away but you keep my money i need that biz model,Southwest
you will extend if i call the day it expires why can t it just be extended now mightmismybrosgraduation,Southwest
y airline i fly with but haven t seen anything like this yet,Southwest
that s awesome love flying swa,Southwest
that guy was the flight attendant on my last flight he was hilarious,Southwest
thanks for the info and the quick response,Southwest
shhhh i don t want something else to steal our deal,Southwest
cancelled flighting flights minutes before takeoff sitting for min on the runway of the rescheduled flight badservice,Southwest
how do i go on the scavenger hunt if i m in boston,Southwest
hi there we re flying swa today our son has a peanut allergy any way to request the crew not serve peanuts on flight thx,Southwest
deborah helped me,Southwest
give this guy a raise great start to flight from az to mke,Southwest
is not int l friendly,Southwest
ha ha not a make or break for me either way,Southwest
in horrible customer service empty seats in early flight wantcharge me double to get home early instead the usual late flight,Southwest
can you answer the phone so i can change my flight plans srsly,Southwest
you could be a little more accommodating with extending my flight credit whats extra days notahappytraveler,Southwest
i would,Southwest
if you are going to be inconsistent enforcing your rules i d prefer you not randomly take it out on freq flyers that obey,Southwest
can you show me some luv its degrees and all this snow but imdetermined to go to destinationdragons,Southwest
sent,Southwest
what does relay concerns really mean how why do u keep letting people on flights with bags larger than u state are allowabl,Southwest
what number can we use to all from outside the us thx,Southwest
how long does it take for points from rr shopping to post to my account got email saying i ve earned points but don t see em,Southwest
thanks i know the routes you currently have from newark i was just wondering if there was any new ones on the horizon,Southwest
oh my gosh going to dm you now thank you,Southwest
thank you so much youre amazing im going to cry omg,Southwest
if you could get me on the flight my has been delayed until,Southwest
couldn t make flight funds forfeited as a no show was trying to book another flight using those funds i m out,Southwest
i dmed you,Southwest
when is the last chance to win destinationdragon,Southwest
make this delay go away maybe upgrade me and kats seats we are headed to columbus,Southwest
i have a flight am from fort lauderdale to bwi can i cancelled flight that flight flight trip i d,Southwest
do you know when the last chance is,Southwest
tk larry david works for southwest,Southwest
flying southwest for the first time to lga with a layover in atlanta,Southwest
hi just wanted to see if you have any new routes planned this year for newark love flying you guys and hope to do so more,Southwest
thank you we ll be in touch moveaboutthecountry,Southwest
fjbfsc all i need is receipt showing the charge i have on my amex not the xx that i keep getting sent,Southwest
what do i need to do when tsa pre doesn t show for a flight of mine,Southwest
getting the run around today with customer service disconnected customer relations given twice help,Southwest
have been doing that for hours already,Southwest
flight from bwi to isp ready to go thanks for keeping us warm frigidfriday,Southwest
love love love this southwest rocks always,Southwest
who can i contact about requesting a charity donation thankyou,Southwest
shout out to the flight crew for taking amazing care of us on our double down flight thankyou,Southwest
what is the status on flight stl aus,Southwest
please do hate having to fly a different airline you re my fav,Southwest
after flying delta this week gogo was so good the tweet i sent you didn t even send until we landed that s how bad it was,Southwest
sure thing,Southwest
why did you book my hotel twice ahhhhh,Southwest
save mile to visit family in and this will impact how many times i can see my mother i planned and you change the rules,Southwest
jackpot legroom,Southwest
you were my go to airline now not so much you say you care but i now see not so much right now you suck,Southwest
i have been loyal to southwest from the beginning but very unhappy about your devaluation,Southwest
destinationdragons id is my favorite band and i met my bestfriends thanks to them it would be life changing to see them,Southwest
i live in the southwest imagine dragons is my favorite band and i met my bestfriends thanks to them it would be amazing,Southwest
longer flights with series no wifi will be great when you retire them,Southwest
excruciatingly slow internet on swa flights is now the norm rather than the exception is this being addressed,Southwest
yes thank you just sent dm,Southwest
when is the last chance to get destinationdragons tickets i would die of happiness if i won,Southwest
the in browser hover over is intrusive and annoying and the fact that the wifi only works on one device is sort of sad,Southwest
the sign in screen had major mobile issues the responsive design wasn t working properly my nexus,Southwest
sure did also read on there that southwest doesn t believe it is liable for the incident how is it my fault that sw lost it,Southwest
what s up with the new in flight wifi service super crappy user experience miss the old provider,Southwest
it s too damn cold to be sitting on this runway with no heat,Southwest
can you please follow so i can dm thx,Southwest
sent dm,Southwest
i love you air travel doesn t get easier,Southwest
received awesome phone help from jim today helped me switch around flights booked with points,Southwest
repeating this is policy is basically repeating fuck you to your customers i ll be shopping for a new airline asap,Southwest
yeah that s not what happened i m really pissed this is the kind of thing i expect from us or austrian not you,Southwest
glad to see you know how to keep the money in your own pockets thanks for the voucher in return for lost bag,Southwest
you call this customer service sitting in the tarmack for hr lost bag and you give me a voucher,Southwest
i would love to go to the destinationdragons show tomorrow in utah at i ve been trying so hard,Southwest
i hope i can take my selfie stick on the plane today goingtovegas,Southwest
that s bull once you add a fare to the cart you should be locked in i made it all the way to paypal,Southwest
it is working on a different device though any help is appreciated,Southwest
having trouble with wifi no matter what i get redirected back to getconnected page even though it says i m connected,Southwest
is this account even aware of the destinationdragons contest the one youre fucking up for me,Southwest
thank you i can t wait either,Southwest
what does this even mean i m taking about letting elite customers who paid for a seat fill a seat that will go empty anyway,Southwest
sweet glad to hear it i ll keep you guys in mind next time,Southwest
you do a great job of achieving that at most cities just not at bwi,Southwest
hello my flight is cancelled flightled for destinationdragons and no one at your desk at kci knows what the fuck is happening,Southwest
your employees at bwi have been amazing,Southwest
thanks for responding,Southwest
thanks for leaving me hanging here destinationdragons flights all fucked up now no help,Southwest
hi winter wx advisory issued for stl snow ice cold oh my will you issue a travel advisory for that,Southwest
if a travel advisory is posted for den can i then make changes to my ticket anything i need to know before i call,Southwest
luxury only people on this flight i m going to get spoiled,Southwest
three flights with three check in agents not enough missedflight back to jet blue,Southwest
when are you releasing your flights for september just found out you fly direct lbb to las so excited tripofalifetime,Southwest
unable to book travel right now on the website or through the app help,Southwest
gracias appreciate that,Southwest
was fantastic that s the best flight service i ve ever had,Southwest
would love to win tickets and take my son to imagine dragons in provo saturday night crossed fingers destinationdragons,Southwest
promotion also said two free round trip flights nope had to pay extra for chi to vegas bait switch,Southwest
so for an extra luggage it cost,Southwest
turned my non stop flight between laguardia dal into a stop in stl wth i m thinking some sorta comp is in order really,Southwest
flying with you in about weeks bringing blankets bc it s freezing,Southwest
last flights have all consistently ran behind schedule what s up with that,Southwest
how about some sweet promo code to help me visit my family please lol,Southwest
my sinuses had to contend with two painful landings rather than one and we missed a preregistration window beyond frustrated,Southwest
why do airlines change ticket prices in the middle of the day annoyed,Southwest
delayed again you re killing me late flightly,Southwest
love imagine dragons so much i eould die if i got tickets,Southwest
i wannaa go to the vegas show so bad id doo anything destinationdragons,Southwest
i love imagine dragons o flipping much pls destinationdragons,Southwest
i would love to go to the atlanta show,Southwest
i would do anything for tickets to the vegas anything i love imagine dragons so much,Southwest
another delay wow,Southwest
i don t want to be too whiny we accommodated several passengers whose earlier flight was cancelled flightled our flight was very long,Southwest
this would be an awesome experience destinationdragons,Southwest
hi i your company and fly all the time i was wondering if you could please share this link read,Southwest
yes how about destinationdragons in san diego,Southwest
i can t begin to tell you how slow my plane s wifi is i can t even pull up an email what am i paying for,Southwest
do we get to pick which show destinationdragons,Southwest
betsy is the besty gettin stuck at las might not be bad for most but i want home homewardbound betsy besty thankyou,Southwest
we should be landing at ric right now but haven t even left atl should have picked delta maybe,Southwest
i love ya but your bringin me down an hour late flight leaving and now we ve been sitting in the runway for min fail,Southwest
i have never been mor e disappointed in a company charging to use your wifi which only works for about apps parhetic,Southwest
just picked up my bag at seatac all the clothes are soaking wet bagawim,Southwest
would be cool if the best airlines company hooked me up with tickets for vegas,Southwest
appreciate the reply hopefully those lax agents get the memo cheers,Southwest
can you help me out with tickets to the vegas event i would be so stoked,Southwest
i notice that there are separate buttons for guitar and actual music in this pic some bands should take note of this,Southwest
give me tickets to atlanta i would do anything anything,Southwest
offering us absolutely nothing for our troubles either blames the,Southwest
link doesn t work,Southwest
just realized my luv voucher expired today any chance of getting some luv with an extension please veryloyalcustomer,Southwest
it d be nice if i could get an answer even a simple no would do i just want to know,Southwest
after hours of delays you did make a nice offer for rescheduling me the next day but,Southwest
a nice trip back home after a looong vaca,Southwest
paid for in flight wifi from austin to san diego wasn t useable possible to get a refund conf x xvm,Southwest
it was the usually excellent swa flight,Southwest
you know i you but trying my patience had easier cheaper ways from tpa to pdx but stuck w u turned my hrs in mci to,Southwest
i figured the streaming wouldn t work per the tos but just the site is taking longer than minutes to load,Southwest
now we have to wait and wait to get it straight i fly you for personal and business but now not so sure bebetter,Southwest
because your gate attendant let someone board whose boarding pass kept reading invalid this messed up the passenger log,Southwest
your android wi fi experience is terrible is a ripoff i can t get to or mrn for budweiserduels,Southwest
dear swa i fly you a lot most of the time amazing today unacceptable i am sitting here in midway delayed min,Southwest
what do you know finally lined up like cattle to board my sw flight after original departure time badcustomerservice,Southwest
seems like you could make more money by opening up seats on a more desirable flight,Southwest
jason at gate in san made my afternoon southwestairlines stellarservice thanks,Southwest
thanks for adding straight flights from columbus to oakland,Southwest
i look forward to those direct flights to california to see my family more often thank you byebyeusairline,Southwest
where is the great customer service i have come to know expect you luv dropped by eb check in and no help in sight,Southwest
why can t you help me after you made mistake and dropped my early bird check in on your end where is the luv,Southwest
i have a roundtrip ticket now and i need to change one leg of the trip to a nearby airport not possible via website,Southwest
please do something about the speed of your wifi connections on your planes it might as well be non existent,Southwest
your crew on tonight was outstanding god bless them and the medically trained passengers on board,Southwest
weather seriously cannot even be the only excuse at this point because it was awful service in the summer too over it,Southwest
is seriously the worst i don t remember the last time i or someone i knew had a flight that wasn t delayed cancelled flightled etc,Southwest
is there any way to get entry to the las vegas event to see perform destinationdragons,Southwest
give the crew of swa a high five from this av b guy for its nice xw landing into nicely done,Southwest
why do you charge so much moving from a full flight to an earlier flight with seats available doesn t make sense to me,Southwest
and now no wifi come on,Southwest
on brd now frustrated we go buf not roc if tld flt was gng b held earlier would not be a mess cng bk unable due to overbk,Southwest
have to be honest didn t expect a fast response thank you off to chiberia we go,Southwest
making miracles again the customer service department gave me by far one of the friendliest phone calls ever wheelsup,Southwest
already signed up thanks looking forward to trying the southwest experience,Southwest
on unscheduled aircraft change please have a better system in place not worth the paid upgrade refund,Southwest
good to know perhaps it was execution then,Southwest
love how you hold flight in phx for late flight passengers and make us all over an hour late flight great job,Southwest
i tried to return to orig booked flt told overbooked gng to diff dest feel like we were switched on purpose bec of overbook,Southwest
you are forgiven most loved customer it s as if you never left ll that s why you re bae,Southwest
do we have a time estimate for our luggage we ll be sure to fill out your survey,Southwest
you only hear about the bad things flying the last to weekends the flights and crews were awesome thank you,Southwest
sorry to spam it would just be so awesome to see in vegas your help would be absolutely amazing,Southwest
dm sent,Southwest
can you please dm me i have a question for you,Southwest
done,Southwest
lets chat about flights to and from bwi and the carolina area can a girl get break i ve had to resort to usair a day,Southwest
sent,Southwest
remember me wouldn t let me on pm flight seats available now my flight is delayed worst airline badservice,Southwest
thanks for making new direct flight to san francisco,Southwest
the crew of has been great to us today traveling from ft lauderdale to louisville with kids and under thanks,Southwest
will you please work out a contract with to offer service there,Southwest
please reply to my dm,Southwest
you re going to compensate us for the two plane changes in atlanta right,Southwest
next up enforcing your boarding procedure,Southwest
roger wilco,Southwest
how do i enter passport information on an existing reservation before check in,Southwest
any way you can help with entry to vegas event my boyfriend i have been fans since they are awesome,Southwest
nvm gate said they re holding connections thanks for quick response,Southwest
to the rescue sundown in chicago next stop san antonio,Southwest
yall say flt is on time yet we haven t boarded for a departure b c we are waiting on a new crew why the subterfuge,Southwest
did yall get rid of the austin to cabo flights all together there s zero non stop in aug and sept,Southwest
looking forward to the beats music available on my flight today that s pretty cool,Southwest
has some of the best airfare prices gotta luv them,Southwest
my flt was delayed scheduled to miss my connection can i get some help hh p,Southwest
thank you will do,Southwest
i didn t say anything about patience i said this is probably the last time i fly southwest i suggest others do the same,Southwest
flight,Southwest
iphone app adds passbook support airlines travel,Southwest
do you have any tickets to the atlanta show i would love to go with my sister,Southwest
joe no no you must ve heard us wrong sweet mixtape though the record i didn t leave the s the s left me,Southwest
thanks for the opportunity,Southwest
don t ever tweet me again,Southwest
problem is i wasn t issued a position until today at the gate and no option to upgrade not good when you re,Southwest
might be the worst airline ever,Southwest
truly the best in customerservice if something goes wrong no matter how big or small the issue was they fix it thank you,Southwest
you are the easiest airline to deal with i loveeee you so much,Southwest
my am was canned i empathize but i think your team has lost the right to be capitalized it s a lowercase team day,Southwest
thank you,Southwest
yes please,Southwest
ok gotcha,Southwest
oops no functioning bathrooms on a fairly full flight hope everyone on from new york can hold it me included,Southwest
i m excited too but perhaps you could scale your excitement back by a few weeks,Southwest
please help me and my best friend get tickets to destinationdragons we have so much to thank them for,Southwest
is there any way me my best friend could get tickets to destinationdragons they mean everything in the world to us,Southwest
and i became best friends bcuz of is there any other way,Southwest
me jon s are best friends because of any chance we could get tickets to destinationdragons,Southwest
thank you you guys,Southwest
my trip is a month away why do you consider it around the corner is that a setting i can change,Southwest
ceo gary kelly you all are absolutely my heroes southwestrally bwi bestemployees swaculture,Southwest
any site gmail facebook etc,Southwest
ceo gary kelly we are america s most loved and most flown airline southwestrally bwi bestemployees swaculture swapic,Southwest
i tried again with your in flight wifi fail,Southwest
flight booking problems all my late flight summer travel did the aus cun direct flight disappear,Southwest
thank you i finally made it to my destination,Southwest
luvin me some flights today don t change and please add paypal as payment option,Southwest
pres ceo gary kelly at therofo addressing of his bwi based employees,Southwest
you re killing me always delayed from sandiego to sf ugh,Southwest
when can i start flight booking problems for next years super bowl time help,Southwest
will you ever have a nonstop from sjc to bna we ll take sfo or oak too pleaseeeeee thank you,Southwest
almost bumped me off my flight to hrl when i was minutes early then your staff was rude when i asked what was the problem,Southwest
experiencing the worst customer service ever currently waited for cs rep then put on hold but actually was hung up on,Southwest
makes flying for baseball fun flight crew just led the plane in singing happy birthday to one of our guys luvintheair,Southwest
thank you please follow and i will send,Southwest
i just received your birthday card it was amazing and made me smile with joy nice videos thanks,Southwest
thanks heartlanta,Southwest
any idea if there will be any spring sales soon for travel from late flight august to early september going from pa to lax,Southwest
thanks for the b day concert i watched them all and noticed the fist bump high five at the end of the rock version,Southwest
why doesn t your terminal b in lga have pre check makes me want to never fly your airline,Southwest
just announced non stop flights to dallas from columbus well next time best you ll have less time airport hopin,Southwest
my boyfriend and i have loved since it would be so awesome to go to vegas event any way you can help,Southwest
reviewing your oversize policy hardcase golfbags are free if under weight how do we add guitars and instruments to the list,Southwest
you could have just said we don t know,Southwest
why can t i find a cheap flight from dc to st louis the prices went up like crazy for april weekends,Southwest
can t dm you without you following me,Southwest
ifthe sneverstopped we d still be rocking out to this chart topping hit what the s are over,Southwest
and on and and on th,Southwest
do y all know when the new routes from hou to aruba puerto vallarta will be available,Southwest
pwm direct to orlando on saturdays why is this only happening in march i thought it was going to be a permanent thing,Southwest
yes i can but you guys should get your act together,Southwest
unable to check in my flight it says my itinerary is ineligible for checkin online go to counter very inconvenient,Southwest
wow some things are better forgotten,Southwest
thank you great tool,Southwest
you should know the crew today on flight aus to pdx was awesome swa,Southwest
thanks a lot for sending a special deal with getting screwed is the best when on vacation sarcasm get new partners,Southwest
for your loyal a list customers it should be easier to get help and bring resolution to issues with your rewards program,Southwest
no one has answers no one can help there is always a different story to why my and my fiancee can t be helped,Southwest
don t worry you will,Southwest
yes please train your customer service agents with correct protocol i should not be receiving different evrytime i call,Southwest
never got any notification that flight was cancelled flighted today correct phone and email on file not a happy customer,Southwest
i was just sitting here talking at a tech conference about how awesome you guys are and this rolled across luv you guys lol,Southwest
do you have any flights from nas bwi ton march,Southwest
for my travel i see bz class and get away are sld out anytime is available how do i know how many anytime are available,Southwest
thanks i get that it looks like all bwi sjd services stops after aug is that the case i cant find one date with flights,Southwest
can i get some luv with a fallow,Southwest
thanks for your attention i ve been flying southwest for years and haven t had this issue in the past,Southwest
do you have a pair of tickets to the show in atlanta i d love to go destinationdragons,Southwest
suggestion shades on the windows so travelers won t have to watch ur luggage handlers throwing their bags around,Southwest
please help me get tickets to the club show in atlanta destinationdragons,Southwest
do you perhaps have a pair to the atlanta show prettyplease,Southwest
your a list program is a complete joke your company does not value loyal customers time to look for another go to airliner,Southwest
what s with the pricing cache about to book a flight refreshed the page the price jumped from to ridiculous,Southwest
destinationdragons any tix to spare i wanna go see the show on friday in la with my friend,Southwest
a list pref credit card holder called exclusive and hung up after on hold for min what gives,Southwest
destinationdragons i m a huge fan i would love tix to your show,Southwest
following my bad,Southwest
is your bwi sjd service seasonal wasn t part of extension called intl desk they didn t know want to fly in sept on sat,Southwest
scott is the best thank yo from the bottom of my heart destinationdragons with friends in la see u friday,Southwest
why must the pm nonstop bos bna flight stop running after august,Southwest
i have d and d embossed badges and patches superior to the ones you are currently using,Southwest
now flying non stop cmh oak has me daydreaming about a trip to the bay especially in this weather ohioprobz,Southwest
flights yesterday no treats but nuts and pretzels also no origami in the magazine new policies oldpolicieswaybetter,Southwest
is awful they have lost my bag and aren t providing any info this is day and nothing worstairlineever,Southwest
if this flight is cancelled flighted or delayed any further i expect full compensation for my park ticket hotel flight,Southwest
yeehaw you found us another plane thx for listening to me vent,Southwest
there is a good chance myself nor anyone else in this airport will ever be flight booking problems southwest again,Southwest
and your costumer service representative lied to me and ensured me the plane would be leaving by it s scheduled for,Southwest
not to mention i now have to sit in the airport for hours you ve ruined my trip i am not happy and want compensation,Southwest
you need to get your act together you new this morning at our plane was malfunctioning yet i ve been delayed times,Southwest
keeping families apart w your quirky archaic policies any other airline accommodates in this situation,Southwest
report was filed but would like to support some active searching feels pretty passive now info on computer is precious,Southwest
surprise surprise more delays seems to be the norm broken down equipment,Southwest
this is unbelievable thank you so much destinationdragons,Southwest
amazing c s today by sw thank you so very much this is the reason we fly you southwest,Southwest
is the best airline out there no one is better than them onelove southwest bestairline,Southwest
great cabin and flight crew this morning on a great smile and happy staff are signs of a happy company thanks,Southwest
thank you for always going above and beyond with your customer service favoriteairline luvforsw southwestair,Southwest
yes can do,Southwest
why doesn t mean tsa precheck show up on my mobile boarding pass my ktn is linked to my account,Southwest
great news for today finally columbus top unserved market will have flights,Southwest
no flights to hrl is this a limited route,Southwest
is really stepping up their service,Southwest
