,text,airline
7682,thanks yes order me a rum and coke and get me a hotel voucher because the floor and chairs aren t so cushy here,Delta
7683,is that supposed to change in the near future,Delta
7684,thank you,Delta
7685,can you please help to save my daughters life for details go here lindsey,Delta
7686,you can pass that along to my wife daughter daughter s friend my elderly mother in law they spent several hours waiting,Delta
7687,i will when i land,Delta
7688,i missed a goal on because of your inept male stewardess i should have landed already but i havent taken off yet,Delta
7689,you are doing a horrible job at jfk you need to rethink how you put these routes together unprofessional,Delta
7690,do bags still fly for free anymore,Delta
7691,can you let me know status of flight pbi jfk delayed hours now on board problem with hatch,Delta
7692,thanks for response crew has been very patient with us but they are also frustrated wouldn t be so bad but airport is closed,Delta
7693,flite,Delta
7694,why did you interupt the staduim series on i dont need to see your stupid commercials or emergency info,Delta
7695,when will you release flights for february,Delta
7696,we are well aware insufficient info no options,Delta
7697,just sat on a plane for hours in dulles insane ijustwanttobeinboston thanksdc,Delta
7698,can we get a honest update on departure of flite been on plane with infant children,Delta
7699,u suck we have been sitting here for hrs because of ur negligence,Delta
7700,still waiting for bags from flight it landed an hour ago,Delta
7701,complete waste of an entire day pathetic,Delta
7702,flight you had us stuck on the plane for nearly hrs set to take off only for flight control to deny us the worst service,Delta
7703,i would love to fort lauderdale now that would cool,Delta
7704,burley the best,Delta
7705,thanks for bringing my son home to me,Delta
7706,you got yourselves hot ladies flying the air for life loyal,Delta
7707,nothing but praise for you helping our lady make her flight to chs tonight impressed,Delta
7708,she did she s still waiting on a callback the lack of follow through is what s concerning smh,Delta
7709,she has she hasn t heard from anyone in over a week a nonstop flight and her baggage was lost stolen customer service,Delta
7710,we got our luggage after waiting mins and went home right after not very family and ada friendly waiting that long w no chairs,Delta
7711,i flew on a flight about months ago me and my girlfriend got away with having sex in a restroom is it allowed now,Delta
7712,thanks so much can t wait to fly with you guys,Delta
7713,flight out of jfk hr delay i could get over it if it was just weather relate flightd but considering it s not come on,Delta
7714,ok thank you,Delta
7715,thanks for a speedy flight time recovery,Delta
7716,thank you for taking care of me with a drink since my in flight entertainment wasn t working goodcustomerservice,Delta
7717,re flight sxm jfk what time does bus leave hotel on feb mass confusion here,Delta
7718,are we able to change to an even more space seat after we ve checked in online have a flight tmrw and can t seem to change my seat,Delta
7719,would you say a delay is more likely thanks so much,Delta
7720,i did not she s a woman who s a lead she was working at gate c,Delta
7721,what are the chances of one of your flights leaving at am out of newark nj being cancelled flightled tomorrow,Delta
7722,if you follow me i will be able to dm you thanks,Delta
7723,tomorrow wouldn t have been soon enough thank you for the info,Delta
7724,figured it out flight morrow hard to believe with oil so low and the killing u make that even part of a hotel can t be comp d,Delta
7725,i want to give a warm thanks to your crew at logan airport for still getting me to the dc area after cancelled flightlations this morning,Delta
7726,another awesome telephone experience with thank you cory greatcustomerservice,Delta
7727,we saw one he was as useless as the tsa agents who inspected my shoes,Delta
7728,have a cup coffee and relax while you check out the new deals and promotions at avon twice a month at doug,Delta
7729,disappointed with the missed connection from roc to slc and no reimbursement even tho friend who is a pilot said it was due to atc,Delta
7730,yes party is over,Delta
7731,thank you,Delta
7732,he just went above and beyond to be helpful,Delta
7733,didn t find them unfortunately but he was very helpful and took down my info incase they do get found,Delta
7734,that selfie was extreme,Delta
7735,your employee charles cave at the gate at msy went above and beyond to help try to help me find my glasses thought u should know,Delta
7736,is the best can t wait to use my travel bank for a fun trip,Delta
7737,just touched down in neworleans for the annual national distributor conference livethelegend,Delta
7738,on the plane now hopefully no longer at the mercy of the playlist thanks,Delta
7739,s new ceo seeks the right balance to please passengers and wall daily journal,Delta
7740,boston gate c,Delta
7741,will i be charged a fee to do so,Delta
7742,thanks can you change the music in the boarding gates,Delta
7743,what crew no one here is helping,Delta
7744,the opal dragon book the dragon ali has woven his murdering ways from the philippines to australia,Delta
7745,if this is customer service then please call me,Delta
7746,no we are at a hotel also jetblue lost my daughters luggage how do you lose luggage if the plane never actually left,Delta
7747,thanks for your prompt response i know you put safety first unfortunately will hit freezing rain sleet on ride home,Delta
7748,ok that s super helpful thank you i ll reach out if i have any other questions,Delta
7749,thanks for the instant reply and for still doing first bag free so important,Delta
7750,lipstick on a pig still a pig ur new baggage claim sju is a disaster no chairs mins wait for baggage fail,Delta
7751,no more than half an hour wait it s unreal finally first bag coming out sju needs to work on this,Delta
7752,what s your current checked bag price policy i fly this coming week and couldn t find anything definitive,Delta
7753,are we scheduled to depart as scheduled,Delta
7754,how long does it take for a bag to get to the baggage belt toolong of a wait,Delta
7755,will we be able to watch the oscars on our flight tomorrow,Delta
7756,we ve been delayed and delayed here in palm beach need to head to westchester can you give me some info,Delta
7757,hey jetblue you stranded an entire plane that was supposed to go to jfk and we are getting restless need better communication,Delta
7758,hey jetblue you cancelled flightled our flight from st maarten to jfk stranded my family in the baggage area and lost my daughters luggage,Delta
7759,hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen,Delta
7760,exciting times ahead,Delta
7761,s ceo battles to appease passengers and wall street waterbury republican american,Delta
7762,your website is seriously horrible and so is your call center almost makes it tempting to fly someone else sodone,Delta
7763,why haven t you allowed for flight changes into the ny area airports tonight everyone is saying travel is treacherous,Delta
7764,counting on your flight to get to dc,Delta
7765,not cool at the gate turns out my flight from fll to jax is delayed yet app says on time not a good start,Delta
7766,you guys need pillows on these rockers to really knock it out of the park just sayin,Delta
7767,i sure hope you guys get me to dc to speak tomorrow i m winning here with,Delta
7768,there is no supervisor available so they couldn t do anything,Delta
7769,i now learned that customer service at sxm works for the airport not jetblue they need a supervisor to do anything,Delta
7770,status of flight from mco to lga tomorrow,Delta
7771,what good with the inflight wifi,Delta
7772,trying to fly from bos to jfk flight delayed traveling with kids book a hotel or are we getting out tonight,Delta
7773,we tried they re not at all helpful terrible customer service at this airport at least,Delta
7774,tell me at what point will u realize u can t fly into dca tonight u cancelled flightled the pm when will u cancelled flight the,Delta
7775,making a bad situation worse cancelled flighted flight making us stay overnight in sxm won t provide vouchers to stay in a different hotel,Delta
7776,what s the status of flight diverted to ric when will it depart back for lga,Delta
7777,you already cancelled flightled the one b us to dca,Delta
7778,it is physically impossible to make it to the airport and our flight is scheduled to leave in less than hours,Delta
7779,at what point do u cancelled flight flights to dca other airlines have already cancelled flightled,Delta
7780,great flight,Delta
7781,you can t beat jetblue in space s matter,Delta
7782,great thank you,Delta
7783,i would like to send an email to lost and found at jetblue jfk i spoke to them this morning but cannot drive their today,Delta
7784,we want room and food allowances agents are refusing to give us vouchers to use at rooms we book ourselves,Delta
7785,send more service agents so all the stranded passengers can be helped,Delta
7786,hopefully this flight seattle to boston pm will have wifi our first one did not and we had to entertain ourselves lizaapproved,Delta
7787,good to hear thx for being responsive,Delta
7788,yup mco,Delta
7789,hey check it out it s snowing in boston who could have predicted such a thing,Delta
7790,as a customer it feels like i should stick to airlines other than jet blue i travel for my work for past years never seen,Delta
7791,cool thx only a couple more pgashow flights til i m mosaic can t wait will be easier to change flights when weathers bad,Delta
7792,phew did it pant wheeze,Delta
7793,thanks so much for help us u r amazing,Delta
7794,thanks it s for next weekend though so my guess is it will only go higher,Delta
7795,kudos and we re done and heading to warmer weather,Delta
7796,actually flight not,Delta
7797,bos to dca at pm,Delta
7798,i ve been in pricing for years to know that bucks a seat is criminal i understand pricing flying jetblue pricewise,Delta
7799,cough awkward,Delta
7800,you guys need live chat,Delta
7801,it was but obviously it wasn t linked as there is nothing there when i tried to book with it,Delta
7802,awesome thank you,Delta
7803,can i bring a compact folding chair like this in a checked bag,Delta
7804,quick why is a person traveling w a mosaic not get the green tag doesn t make sense i end up waitin my sons bag anyway,Delta
7805,got it wish they would communicate more w us,Delta
7806,continuing you record of never having a flight leave on time add up how much time with with my family you have cost me jetblue,Delta
7807,using jetblue miles,Delta
7808,i guess i have to redo the flight booking problems ugh,Delta
7809,that sucks oh well,Delta
7810,she s standing here on her cell no announcements no info thismosaicnothappy,Delta
7811,using jetblue air miles,Delta
7812,someone is here but has no info smh one bag came off and then nothing,Delta
7813,there s is nothing there because apparently i have to connect them for that to be true,Delta
7814,hello can you tell me if you currently fly to hawaii thanks,Delta
7815,can u see what s holding up flt bags one bag came out nothing else for minutes,Delta
7816,why wouldn t you just credit it right to my account instead of having a separate sign on that seems pretty ridiculous,Delta
7817,thanks for update,Delta
7818,i clear that folder regularly and jetblue is white listed so it never got to me,Delta
7819,i can t call right now my baby just fell asleep,Delta
7820,but of course bestdressed bluecarpet,Delta
7821,it seems i never received an id just a password,Delta
7822,yesterday s deal,Delta
7823,so yesterday a flight i wanted to chicago was on sale within my points range and today it isn t any way you guys can still honor,Delta
7824,i have an email that says i have to sign on to the travel bank how do i that,Delta
7825,yes last month when boston got the first big snow storm and my flight was cancelled flightled,Delta
7826,where did my travel bank credit go i can t call you right now,Delta
7827,offered me a complimentary drink for switching seats stewardess asked for my age i said we giggled goodgenes ilookyoung,Delta
7828,thanks still booked our trip lb to slc to see grand kids just very frustrating tried app web etc still love u guys,Delta
7829,thank you i m excited to fly with you for the first time,Delta
7830,thank u but of course safety is always st we ll make sure to handle her with care and love,Delta
7831,kudos to jetblue social media team for jumping in an helping me out during the last snow storm while web site was down thanks,Delta
7832,love your airline hate your website just tried to book tickets w miles w out absolute joke needs a lot of work,Delta
7833,what are your rules on checked baggage and carry ons from slc to sjo,Delta
7834,thanks so much for your condolences and quick response it is very much appreciated,Delta
7835,creates institutional quality machine driven jetblue revenue predictive analytics and forecasts using public big data,Delta
7836,thank you alicia exceptionalservice,Delta
7837,yes we have de baggage claim i m so sad for the baggage and how they treat us please we need that baggage,Delta
7838,my mom s baggage is lost in fly fort lauderdale bogot today colombian employees treated us badly need help please,Delta
7839,no changes made my son s pass printed on same conf just mine not print after i expressed disapptment w jetblue,Delta
7840,cancelled flighted,Delta
7841,you have very unhappy customer after waiting min on hold rude uncaring rep has now frozen my acct can t print bdng pass,Delta
7842,minutes to spare,Delta
7843,the first place but i really didn t need the extra stress at this already terrible time oh by the way i made the flight with,Delta
7844,that i missed my flight i had to book this flight extremely last minute due to a family death there s no excuse for attitude in,Delta
7845,serious attitude i was in the fault for running a tad behind but before she even knew my name or my flight info she assured me,Delta
7846,i fly w u as much as i can however your kiosks were broken in syr and there was woman working the ticket counter she had a,Delta
7847,even years after the earthquake haiti still needs helps in rebuilding flyingitforward,Delta
7848,thanks i chatted with a nice fella about it and he gave me the lowdown,Delta
7849,yup feet but no selfie,Delta
7850,mission accomplished gave a hug,Delta
7851,the you above all commercials like the legroom one,Delta
7852,will do i ll tell him you say hey,Delta
7853,my wife and i booked last minute flights for a funeral separately but we would like seats gether can you do this if we dm conf s,Delta
7854,ok thank you for the quick response jetblue still the best comp,Delta
7855,im in a session presented by one of your beloved travelers i see why you love him so much,Delta
7856,flying to denver march st and my flight itenary keeps getting changed what the heck booked the trip months ago,Delta
7857,had me on hold foreverrrrrr,Delta
7858,not a happy customer we ve waited patiently not to mention and six months of marathon training we need be there tmrw,Delta
7859,waiting for a flight to fl for marathon tmrw charity u bumped us a late flightr flight then cancelled flightled it how can you fix this,Delta
7860,fliers to gain access to wsj content analyst blog nasdaq,Delta
7861,oh definitely i kind of only fly jetblue,Delta
7862,if you want to fly in a storm that s your right but give us the choice we have kids and don t want to chance it nixchangefees,Delta
7863,thanks for getting me to orlando early happiness,Delta
7864,port au prince haiti for continued food distribution medical supplies orphan care flyingitforward,Delta
7865,while in haiti id do food distribution for hundreds of hungry kids in nearby villages flyingitforward,Delta
7866,i d go back to haiti to deliver shoes books medicine to kids i met in orphanage last year flyingitforward,Delta
7867,airways now covered by bank of america jblu dakota financial news,Delta
7868,i would like to receive offers,Delta
7869,may i check my month old child s fold up crib for free on my flight tomorrow similar to your policy for infant car seats,Delta
7870,offers free flights for fly it forward campaign via travel cause,Delta
7871,when are you guys doing a dualcam with,Delta
7872,airways stock rating lowered by vetr inc jblu dakota financial news,Delta
7873,you fail snow coming to dc area tried to get on earlier flight you refused now flight hours delayed greedy and foolish,Delta
7874,do you have a waiver for ny weather today,Delta
7875,got it thanks,Delta
7876,thanks for including us on your tour did you pack your winter coat unfortunately yes werenotincalianymore,Delta
7877,even though this flight didn t have much needed hot beverages us ny ers the landing was super smooth happytweet,Delta
7878,going to san juan,Delta
7879,is the website down can t print boarding pass,Delta
7880,thanks for getting me to boston early for breaking barriers to a clean energy future,Delta
7881,thanks,Delta
7882,are you going to be giving travel agent rates to those who hold an iata card,Delta
7883,thanks for the complimentary upgrade to first you are the best,Delta
7884,s ceo battles to appease passengers and wall street waterbury republican american,Delta
7885,ah no the staff was perfect this morning at jfk more sleep for me,Delta
7886,wow awesome videos guys great work bluemanity corevalues passion aerojobmarket avgeek,Delta
7887,wow what an amazing video great world guys bluemanity corevalues passion aerojobmarket,Delta
7888,today my family gets to experience mosaic status w me lifeisgood,Delta
7889,real shit my nigga north don t play around,Delta
7890,word thanks,Delta
7891,by any chance do u offer fresh guacamole on your flights,Delta
7892,get me out of this degree weather here we go westpalmbeachbound,Delta
7893,airways lowered to strong sell at vetr inc jblu mideast time,Delta
7894,thank you what about paris could we arrange something from there,Delta
7895,we are trying to go as far away from king scollegelondon as possible for charity today would you help us jailbreak rag,Delta
7896,fliers to gain access to wsj content com,Delta
7897,it s not ideal but it s okay better late flight than never,Delta
7898,yeah that s all been done define incidentals how much can i spend on gear so this trip is not a waste,Delta
7899,so you guys lost my bag that had all my ski gear in it i flew here from nyc to ski should i buy new stuff tomorrow,Delta
7900,smf to jfk,Delta
7901,if you d love to see more girls be inspired about becoming pilots rt our free woaw event march at abq,Delta
7902,thanks anyways has my back awesome rate amazing customer service nomoreaggravation,Delta
7903,on hold for mins placed on hold then hung up on nd time in days only looking for group rates bos sju to people,Delta
7904,you re customer service is terrible neveragain flywhonotblue,Delta
7905,now we are delayed until this is ridiculous,Delta
7906,you re flight attendants suck and are always rude th bad experience with jetblue tonight,Delta
7907,says the person who hasn t been delayed for hours and now sitting on a runway with a wailing baby,Delta
7908,flight delayed from to now still sitting on runway over minutes so far air travel at its best,Delta
7909,oh makes sense my bad,Delta
7910,now i may cry,Delta
7911,why won t the site let me book tickets for nov for jfk to kin,Delta
7912,late flight again lost almost hours of my bay area weekend not to mention two hours of unnecessary vacation time from work flt,Delta
7913,of course,Delta
7914,thank you,Delta
7915,thanks i ll do it,Delta
7916,yes i do i will get you exact data your download is fine it s your upload bandwidth and ping that are the issue ping especially,Delta
7917,love jetblue s speedy twitter customer service,Delta
7918,since high likelihood of snow at time of flight tomorrow any chance i can rebook for sunday,Delta
7919,dca to nantucket washington business journal,Delta
7920,thanks,Delta
7921,traveling with two kids tomorrow ages and domestic do they need birth certificates to check in at airport,Delta
7922,thank you so much for your effort,Delta
7923,thanks for letting us know hoping for no more delays,Delta
7924,appreciate the response worst part is losing the non refundable hotel in orlando your crew blamed wind hoping for no more delays,Delta
7925,flight to orlando,Delta
7926,this is awful flight out of jfk for our honeymoon is delayed again until am and we lost money on a hotel now delayforwhat,Delta
7927,my phone number when you have any news for me is,Delta
7928,flight is a freaking nightmare tonight sittingonthetarmac delay,Delta
7929,i used points can i get them back if i decide not to go,Delta
7930,is that one on the picture,Delta
7931,i appreciate the speedy response but the longer you delay the more inconvenience you put on your customers please nix change fee,Delta
7932,thanks,Delta
7933,can you share where it is coming from,Delta
7934,weather where it s in sfo and flight is still on time to boston,Delta
7935,sorry please ask inflght if there is an open seat you can move to will do,Delta
7936,whats going on with flight delayed beyond shouldnt thre flights switch at that point,Delta
7937,thanks for the info figured that was the case hopefully my new hashtag will change that abcletjetbluestreamfeed,Delta
7938,what s up with the broken tv in seat f on flight today planned to catch the game nooooo,Delta
7939,april th anything specific i should know for my first flight,Delta
7940,i bein calling jetblue no respond i leave my number no call back i think jetblue is loosing a customer,Delta
7941,i m on flt lax to fll both ppl are sleeping so id rather not disturb in flight tried to dl movie no go,Delta
7942,made it to costa rica and back missing it already pura vida,Delta
7943,me again you don t have abc on inflight tv do you if so what channel sharktank is on,Delta
7944,love you guys you know that but i paid for prem wifi toplay no go ping terrible up too,Delta
7945,saved the day lost a costumer jetblue makingthingseasy feelbetter,Delta
7946,at lgb in sunny so cal,Delta
7947,do you think snow in boston on will effect my flight,Delta
7948,post i d like to see markie too,Delta
7949,who do you think is gonna win mayweather or pacquiao,Delta
7950,thanks for making me miss an important dinner tonight hr delay and now min on tarmac worst,Delta
7951,yes terra blue chips were my favorite,Delta
7952,i dm d my confirmation code thanks again for your help mommy daddy and kids appreciate it,Delta
7953,airways corporation insider trading update rock hill daily,Delta
7954,thanks i only loose em at airports st time we found it i think needs to make flexes that stay on when carrying bags,Delta
7955,i don t have enough hands to count the number of times something like this has delayed my flight with you guys very disappointed,Delta
7956,just called that number and left message are you at to pass along message to team too,Delta
7957,cool we are there and anticipate completing installation on all our a s this year,Delta
7958,love you guys sooooooo much ridiculously appreciated a service,Delta
7959,any option for luggage assistance on the ground at hpn flight delayed hours we will have sleeping kids when we land,Delta
7960,can you ask slc checkin bag drop if they found a dark blue blackish fit bit flex would ve lost it there around pm mt,Delta
7961,you are officially my favorite thank you for the wonderful service at jfk,Delta
7962,seriously what is going on,Delta
7963,any news on flight pbi boston delay can we wait to arrive at airport based on reported and hour delay,Delta
7964,airways corporation nasdaq jblu reaches on new high range streetwise report,Delta
7965,thanks,Delta
7966,i m sorry boarding chaos is underway please query again post scrum,Delta
7967,were boarding now i m really not impressed i ve learnt a very valuable lesson,Delta
7968,question flying for the st time with my mont old son do i need to bring anything for him birth certificate s s card etc,Delta
7969,process begins,Delta
7970,yes filed a claim and they issued credit as a courtesy the whole thing seems exceptionally uncourteous to me,Delta
7971,yes and not boarding at good luck with that push wheels up to reality dare you,Delta
7972,i tried a burger which was good but expensive were lead to believe that food in the usa is cheap butnot here,Delta
7973,i m a trying but i m tired and getting grumpy,Delta
7974,flight it s been a long day arrived from london at this morning,Delta
7975,why not deal with that while the plane s on the ground instead of diverting the plane adding hrs to the flight,Delta
7976,looks like their inflatable car seats got left on the plane so i guess they ll be back sometime savethoseseats,Delta
7977,imma need the hook up tho,Delta
7978,thanks,Delta
7979,so what about california,Delta
7980,thanks which day of the week is the direct the flights i saw went thru jfk,Delta
7981,hawaii what deals u have for me,Delta
7982,thank you,Delta
7983,jan that s not summer,Delta
7984,y all got prices for the low,Delta
7985,looking forward to it when we finally take off,Delta
7986,no the flight wasn t until pm but it s already been delayed,Delta
7987,why must you always delay my late flight night orlando flights,Delta
7988,second incident of lost baggage i sent you a dm thoughts,Delta
7989,maybe announce the delay so we don t sit on the plane on the runway for an hour before taking off,Delta
7990,please come to indianapolis,Delta
7991,flight from bos to tampa takeoff min late flight,Delta
7992,when will you release november flights for flight booking problems,Delta
7993,ah grasshopper your twitterz kung fu no good hire geeks,Delta
7994,did you discontinue nonstop service from sjc to bos can t find or anywhere,Delta
7995,noooo why is our previously direct flight from fll sfo diverted to las now arriving almost hrs late flightr,Delta
7996,well lets see you could pay for my negroni with bitcoin,Delta
7997,do you know when the schedule for dec will be released,Delta
7998,do you have direct flights to and from bos to st lucia or antigua,Delta
7999,okay thanks hope to be flying with you guys soon,Delta
8000,do you have any afternoon flights going from bqn to jfk i only seem to find early morning flights,Delta
8001,i m flying your airline just out of lga,Delta
8002,he loved the natural beefjerky snacks,Delta
8003,thanks for your reply it was flight,Delta
8004,who is he i must send a note too good for words,Delta
8005,captain takes as lot of muscles to frown but just a few to smile y all ready to go flyin i mean now i am,Delta
8006,can t seem to dm you guys jdhadp,Delta
8007,loving capt joe on our flight from bos to sfo this should be fun,Delta
8008,two delays a little proactive communication goes a long way howhardcanthatreallybe,Delta
8009,worst view for an athlete watching your team from the front seat of the chase van nogearnotraining,Delta
8010,it was fabulous very pleased,Delta
8011,i ll take round trip tickets to the closest warmest place please negativedegrees buffalo snowwillnevermelt,Delta
8012,you know it,Delta
8013,cool,Delta
8014,u the real mvp,Delta
8015,no worries time flew in the terminal and now we re taking off thanks again,Delta
8016,messaged you thanks,Delta
8017,will i be compensated for delays or cancelled flightlation,Delta
8018,i will thank you,Delta
8019,dang pandora does it look like it may get pushed back more or is this likely it,Delta
8020,poor storm customer service hr takeoff delay waiting for the snack cart rude steward no names and i love you guys trueblue,Delta
8021,saving my sanity leaving it behind for sunshine escape fl bliss travel indenial whatfrozenpipes,Delta
8022,before departure while people who are delayed get up to to compensate their time,Delta
8023,no it is one i m trying to make but it is probably too late flight i did not see an email that i could call pittsburgh international,Delta
8024,i have more flights that i d love to redeem for some points but they re a little over a year old is there a historical limit,Delta
8025,has the worst customer service out of any airline company dontflythem,Delta
8026,what s up with the random delay on flight any chance of it being a false alarm,Delta
8027,i lost a day at the airport and off my trip i should be compensated for the inconvenience,Delta
8028,thanks for the reminder of a few older flights i d taken and the easy access to add points to my new jb account awesome service,Delta
8029,can i switch my seat for my trip on sunday,Delta
8030,ah ha i misread the end date as being not thanks for clarifying,Delta
8031,what is the reason for the delay,Delta
8032,where do i add my aa loyalty number to my jetblue reservation,Delta
8033,i ll see you on board again soon,Delta
8034,is flt delayed,Delta
8035,afterall indeed lovesongfriday cheesy sweresomuchfun brandloveaffair,Delta
8036,heading to buffalo trading the cold in boston for colder in buffalo maybe the caribbean next time,Delta
8037,and team up offering in flight access to journal content,Delta
8038,of course u know i would like lay you down in a bedofroses as long as they re mint colored brandmance,Delta
8039,now ur asking for the heavy guns you know iwoulddoanythingforlove brandmance lovesongfriday,Delta
8040,well mine sure aren t anything to write home about,Delta
8041,this is so smart it makes me angry mt we ve partnered with to bring you free digital access onboard,Delta
8042,ooh good one speaking of miamore just know that iadore loving lovesongfriday,Delta
8043,well i m not sure i m that bold lol or are you saying you didn t believe me p,Delta
8044,i love this song thanks,Delta
8045,let s just say idontwannalivewithoutyourlove itwasminttobe bestinclasssocial thankyou travel business,Delta
8046,and the from team to offer in flight access to journal digital journal,Delta
8047,i did would be nice to see more services out of instead of having to drive hrs to like charlotte or atlanta,Delta
8048,currently dancing in the terminal love stevie,Delta
8049,thank you for being jetblue and not jetgreen or jetred blue is my favorite color and jet blue makes it better,Delta
8050,we already won the tickets but she s totally on a beach right now flightlanding sunscreen feelsgood,Delta
8051,will you please start offering more routes out of to more locations,Delta
8052,chair selfie everyone looks flawless we re so proud of our phl crew blueheros,Delta
8053,jetblue treated me right as a disabledtraveler thanks for a no hassle flight to,Delta
8054,s ceo battles to appease passengers and wall street waterbury republican american,Delta
8055,i m looking every day just watching for a deal i have specific dates so fare finder doesn t help me,Delta
8056,flight booked heading out to california with the team for on march can t wait expowest,Delta
8057,totally would have but the outside view was even more camera ready haha evenmorespace evenmoreview,Delta
8058,dont really know what that means but this isnt the best first time flying w a mo old experience likelihood of addtl delays nt,Delta
8059,sent curious to see what kind of comp we get,Delta
8060,i can t wait to hear back from you regarding the internship opportunity,Delta
8061,why don t you fly to nashville,Delta
8062,i jetblue but i was on flt from fll to sfo tke off was over hr late flight div to phx got in hrs late flight what will be done,Delta
8063,sis and month old nephew are last nights flight and this am mega delayed now this evening s is starting w delays why,Delta
8064,challenge accepted first crew members to send pics in the chairs get free tickets to visit us wager isitsummeryet,Delta
8065,what s a good address to send feedback over email,Delta
8066,thanks for the credit because of the hr delay i can tell customer service means a lot to you thankful,Delta
8067,what is going on with your bdl to dca flights yesterday and today why is every single one getting delayed,Delta
8068,i did they said not as of now let s cross fingers it happens before departing,Delta
8069,s ceo battles to appease passengers and wall street lake wylie pilot,Delta
8070,ok cool i need to listen to some dre and snoop en route to la that would have been a shame,Delta
8071,basically stole my glasses and now i can t drive or see in my classes and they re not answering my phone calls thanksjetblue,Delta
8072,thank you for always have the most amazing customer service bring on the disney princess half marathon,Delta
8073,we ve been delayed for almost hrs i take jetblue because i ve had good luck but today is really frustrating,Delta
8074,s ceo battles to appease passengers and wall street waterbury republican american,Delta
8075,trivia contest to win flight question rt and follow i ll send you answer to enter via,Delta
8076,i definitely will thanks,Delta
8077,i m makingloveoutofnothingatall on my brandloveaffair to lax,Delta
8078,something they re not telling us,Delta
8079,that s what we ve been told however how would this work if you re going overseas bottom line is passengers feel as if there s,Delta
8080,we ve been on the runway for over an hour now the water pressure is low and taxiing back for maintenance,Delta
8081,thanks for the heads up about the hour delay sarcasm patienceiswearingthin woof,Delta
8082,hi just wanted to see if you have any new routes planned this year for newark love flying you guys and hope to do so more,Delta
8083,when i sign in into trueblue why do i have to do it twice happens to everyone around me,Delta
8084,mechanical failure isn t boston fault,Delta
8085,oh that totally looks on par with s admirals club any way you can slide us a couple passes,Delta
8086,to boston,Delta
8087,thanks bae,Delta
8088,i m going to miss a hugely important meeting because of your constant delays itscostingmeincome,Delta
8089,gr mint crew on flight to lax they re mintalicious truebluelove shelleyandmarcrock travel air,Delta
8090,thanks for offering this service guys,Delta
8091,when your flights delayed,Delta
8092,what can i say i m lostinlove w our brandmance wemosaictogether mint love,Delta
8093,should i be nervous about a sunday am flight baltimore to boston any suggestions on what i can do need to be in boston by monday,Delta
8094,you guys rock,Delta
8095,that would be great i never thought i d be the sort who d be into them but it really makes the flying experience more bearable,Delta
8096,sorry to report we are stuck on tarmac being held so notwheelsup,Delta
8097,thanks to the gent on the phone who fixed my bos mco flight and the fee waiver a now flyfi i forget her name,Delta
8098,airways hits new week high at jblu sleekmoney,Delta
8099,i was a bit steamed in conjunction w my new hour wait at first but having sat down and bought a bit of tea i ve settled some,Delta
8100,thanks hope i don t look like a complainer i ve written of good experiences w you in the past and am making do in terminal,Delta
8101,we d love to help shanese bryant melton a hard working grandmother from dc go to miami it s on her bucket list flyitforward,Delta
8102,just signed up for trueblue and booked a flight but keep getting an error when i try to link it to my tb account what s the deal,Delta
8103,success good work jetblue team,Delta
8104,i hope so the plane does appear to be leaving a nearby terminal for our gate,Delta
8105,great flight great view,Delta
8106,beautiful ride thanks again,Delta
8107,perfect probably need some coffee to stay awake during the night,Delta
8108,appreciate what you ve done on your end to make this right but still unhappy with initial incident will be calling,Delta
8109,s ceo battles to appease passengers and wall street waterbury republican american,Delta
8110,lines may be extra long or security slow but seems your employees too quick to blame customers who don t arrive hours ahead,Delta
8111,then you better holdon everythingsgonnabealright our brandloveaffair truebluelove travel business,Delta
8112,this is the error message paper tickets cannot be serviced on line please see a jetblue crewmember for assistance,Delta
8113,are there any food places open at the jfk t,Delta
8114,ccndjp i can send a screen shot of the systems error if an email address is provided,Delta
8115,inconvenience is an understatement more like torture clearly going down the wrong path jetblue,Delta
8116,don t just cling on to the safety card it safety was really an issue then flight would have landed immediately,Delta
8117,no did not catch his name i am sure jason will know,Delta
8118,i waited in line all that time to be told by a crewmember that there s no update until hrdelay disappointed,Delta
8119,phone agents can t see same flights i see online can t change tickets even when i am paying very frustrating jetblue,Delta
8120,why was flight forced to return to ny when there was a malfunction why not land in the countless air strips surrounding chi,Delta
8121,haha no need to apologize i ll be flight booking problems sooner than late flightr i love jetblue,Delta
8122,oh i will disney bound workhard playsoon,Delta
8123,s ceo battles to appease passengers and wall street,Delta
8124,denver boston flight and boston denver flight both planes visible snack crumbs on seats on all upon boarding,Delta
8125,felt a bit like they were adding insult to injury since we ll be in terminal for seven hours until the next flight,Delta
8126,you guys get rid of the hip hop stations on sirius xm,Delta
8127,i knew the hours sounded odd missed a flight we hit jfk an hour early for and your gate attendant told us,Delta
8128,well being on time is not going to happen now safety does come at looks like i ll have look another flight now sttimeflyer,Delta
8129,airways to continue various commercial relationships with lufthansa aviation,Delta
8130,u said mins to take off and now we were told hr more delay possible cancelled flightlation how do u plan to rectify this frustrated,Delta
8131,can t wait i ll be the one who can t contain herself,Delta
8132,i hope so wanted an early flight to avoid the airport chaos but it s too late flight for that,Delta
8133,big thanks to ricardo olavarria at reagan airport fixed our ticket and made sure we made it for our friend s wedding greatservice,Delta
8134,really that s good to hear thanks for the update we may make that business meeting after all,Delta
